MaPhieuDG,MaHD,DiemPhucVu,DiemViTri,DiemMonAn,DiemKhongGian,DiemGiaCa
43476,232830,4,3,5,3,2
43477,269423,5,4,4,5,2
43478,80089,3,2,3,2,3
43479,247536,4,3,5,3,3
43480,51103,5,5,3,5,3
43481,283643,5,3,3,3,4
43482,130785,3,3,2,5,5
43483,179127,4,2,4,3,5
43484,265988,5,3,2,4,2
43485,122432,4,2,3,3,4
43486,222374,5,3,5,2,2
43487,267200,5,2,5,2,4
43488,118842,5,4,5,2,3
43489,178700,2,2,4,5,4
43490,75745,4,3,5,3,5
43491,61564,4,2,5,3,2
43492,95590,3,5,2,4,2
43493,127236,2,2,4,4,2
43494,78898,2,2,2,5,3
43495,38814,4,5,5,2,3
43496,98258,3,3,3,5,3
43497,21078,4,2,2,2,2
43498,264142,4,5,5,2,2
43499,247202,2,3,4,5,2
43500,46741,2,4,3,4,5
43501,7391,5,3,4,3,5
43502,256990,5,5,3,5,2
43503,201989,4,3,2,4,4
43504,196609,3,5,5,4,3
43505,277022,5,5,5,3,5
43506,146045,2,4,3,2,5
43507,141309,3,5,4,3,5
43508,59416,5,3,4,2,4
43509,222388,3,3,5,4,2
43510,128795,4,2,5,3,3
43511,41392,4,2,4,2,2
43512,127158,5,3,2,4,5
43513,283629,2,3,4,4,3
43514,233598,3,2,4,5,2
43515,13668,5,4,5,5,2
43516,69393,5,3,4,3,4
43517,131994,5,4,4,5,5
43518,198256,2,4,4,2,4
43519,272941,5,5,3,5,3
43520,31899,3,5,3,2,4
43521,243501,3,2,3,3,2
43522,4953,3,5,4,2,5
43523,52370,5,3,2,2,4
43524,36303,4,4,4,3,2
43525,218953,4,3,4,3,3
43526,153547,4,3,3,5,3
43527,64104,5,2,5,5,4
43528,298886,3,5,4,3,5
43529,152295,4,5,5,4,2
43530,151484,3,5,3,5,2
43531,268154,5,3,4,4,4
43532,192531,4,4,4,5,3
43533,156526,4,5,3,5,2
43534,162723,4,5,4,5,2
43535,60050,2,5,2,3,5
43536,98780,5,3,5,2,4
43537,93952,4,5,2,4,2
43538,56477,3,5,5,3,2
43539,122193,5,4,4,2,2
43540,42041,3,2,4,5,3
43541,185457,2,4,4,3,4
43542,8988,4,2,2,5,4
43543,38009,4,5,3,5,5
43544,96086,3,5,4,2,4
43545,251302,3,2,2,4,3
43546,179654,2,5,2,2,3
43547,23780,5,2,2,4,3
43548,154941,2,2,2,2,4
43549,4235,3,3,4,2,3
43550,55622,5,3,2,4,4
43551,3509,5,3,2,2,2
43552,43374,2,4,4,3,2
43553,289520,5,4,2,2,5
43554,31300,3,2,2,5,5
43555,275954,5,2,4,4,5
43556,37673,4,3,4,5,4
43557,243851,2,2,2,2,4
43558,136594,5,5,2,2,3
43559,245264,3,2,2,3,5
43560,6406,4,2,2,4,5
43561,246219,3,5,2,5,2
43562,255273,3,4,3,3,5
43563,120063,3,5,5,4,2
43564,57199,4,4,3,4,5
43565,263965,3,3,5,3,5
43566,180358,4,2,4,5,5
43567,183298,4,4,5,3,5
43568,98029,3,3,4,5,4
43569,207070,4,4,4,3,4
43570,190651,3,3,5,5,2
43571,3215,3,5,2,5,2
43572,163112,3,4,2,2,5
43573,37262,4,2,4,5,3
43574,126032,2,3,5,4,4
43575,95649,5,5,2,4,2
43576,293245,4,3,3,2,3
43577,216412,2,3,5,2,2
43578,1384,2,3,4,3,4
43579,72865,2,5,2,3,5
43580,119653,2,3,5,3,5
43581,278777,3,5,4,5,3
43582,250150,3,2,5,3,3
43583,220317,2,2,3,5,5
43584,80023,5,5,3,3,3
43585,264022,3,2,4,3,4
43586,64106,3,4,5,2,3
43587,21512,3,4,5,4,4
43588,90315,5,3,3,2,4
43589,150624,4,5,3,5,2
43590,148936,5,5,5,4,2
43591,257893,4,4,5,4,4
43592,106806,3,5,4,4,3
43593,89347,3,2,3,4,4
43594,292196,2,5,5,2,5
43595,170365,5,5,3,3,4
43596,158867,5,5,3,5,4
43597,42168,3,4,5,4,2
43598,184907,2,4,3,5,2
43599,174592,4,5,4,4,2
43600,152968,4,5,3,5,3
43601,28610,5,4,2,3,5
43602,59517,5,3,4,2,3
43603,102682,5,2,4,4,5
43604,194933,4,2,3,5,3
43605,76653,3,2,5,2,2
43606,184455,4,2,4,5,3
43607,76261,5,5,3,2,5
43608,174746,3,5,3,2,4
43609,132679,5,2,5,5,3
43610,30383,3,4,4,3,2
43611,101892,2,4,4,4,4
43612,267739,4,5,2,4,4
43613,198148,5,4,5,4,2
43614,178978,5,5,4,2,2
43615,111763,5,3,3,3,3
43616,63503,2,5,2,3,4
43617,177741,2,4,3,4,4
43618,240949,3,4,2,3,5
43619,114410,2,3,4,5,3
43620,89150,3,3,3,4,2
43621,11663,2,4,2,4,2
43622,67729,2,4,3,4,4
43623,37122,4,5,2,3,2
43624,293859,3,2,4,3,5
43625,244285,3,5,4,5,5
43626,72453,2,4,3,3,2
43627,30153,2,5,3,2,5
43628,176851,2,2,5,3,2
43629,210964,5,3,2,4,4
43630,292728,3,2,2,4,2
43631,215976,3,5,5,3,4
43632,147622,4,3,5,2,3
43633,124037,3,3,4,4,4
43634,191946,2,5,5,3,5
43635,228487,5,2,3,4,4
43636,151281,4,3,3,3,4
43637,165871,2,5,2,3,2
43638,27468,3,2,2,5,4
43639,164933,3,4,4,3,2
43640,110249,3,2,5,4,2
43641,31110,5,4,2,4,5
43642,229063,2,3,4,4,3
43643,72135,4,3,5,5,2
43644,85583,5,4,5,4,4
43645,67114,5,5,3,2,5
43646,130451,5,2,4,4,2
43647,237448,3,2,5,4,5
43648,14201,4,2,4,5,4
43649,239896,5,4,5,4,4
43650,287592,5,5,2,2,3
43651,174620,3,2,2,4,3
43652,3093,4,2,2,5,5
43653,2395,5,4,3,5,4
43654,64101,2,3,4,2,4
43655,79409,5,3,5,3,5
43656,87130,3,2,3,4,2
43657,192368,2,2,3,2,4
43658,211148,3,4,2,2,3
43659,12353,5,5,5,5,3
43660,14070,2,3,3,3,3
43661,86862,4,2,3,2,2
43662,86347,4,2,4,2,3
43663,228235,4,5,3,4,3
43664,126082,2,2,5,5,4
43665,59409,5,4,4,3,2
43666,70373,4,4,3,3,2
43667,264575,5,4,5,2,4
43668,250534,4,2,2,4,3
43669,248141,2,2,2,3,2
43670,117213,5,5,2,5,4
43671,290207,4,2,4,5,5
43672,276795,2,5,4,3,5
43673,296869,2,3,4,3,5
43674,100052,4,2,5,5,2
43675,176104,2,2,4,2,5
43676,189852,3,2,2,3,2
43677,278327,2,3,2,4,3
43678,133946,4,2,2,3,4
43679,264468,3,4,2,3,5
43680,236715,2,4,2,2,3
43681,250435,4,2,2,2,2
43682,1225,4,4,4,4,2
43683,65368,4,5,5,2,3
43684,290052,2,3,5,5,5
43685,157166,2,4,3,5,2
43686,56773,5,3,2,5,3
43687,288084,5,5,5,4,5
43688,6333,4,4,4,2,3
43689,93171,2,4,2,5,2
43690,115687,4,5,5,5,3
43691,237630,5,5,5,2,4
43692,101445,3,5,4,2,4
43693,261417,5,3,2,3,4
43694,289697,5,5,3,4,2
43695,53986,2,4,2,4,2
43696,106841,3,2,3,5,3
43697,101622,4,5,4,3,2
43698,111752,2,4,2,2,4
43699,279223,5,4,3,5,4
43700,154592,2,5,3,4,5
43701,152710,3,3,4,4,4
43702,292499,4,3,3,4,3
43703,128013,4,4,2,5,3
43704,76469,5,5,3,2,2
43705,139014,5,5,2,3,4
43706,276418,4,3,2,5,4
43707,193312,3,3,4,3,5
43708,188529,4,5,4,2,5
43709,262585,3,4,3,4,5
43710,108539,4,3,5,4,3
43711,99483,3,3,4,3,4
43712,117501,5,2,5,3,2
43713,104942,5,4,2,3,3
43714,85452,5,3,2,3,2
43715,89066,4,4,3,2,5
43716,7048,5,3,5,2,4
43717,108118,3,2,2,2,3
43718,154704,4,5,3,2,2
43719,60699,4,5,5,2,5
43720,28310,4,3,5,4,4
43721,207538,3,5,2,3,2
43722,20573,3,2,4,5,5
43723,132797,3,2,3,5,4
43724,211573,2,4,5,5,4
43725,283525,4,4,3,3,3
43726,285222,5,5,4,5,4
43727,129969,3,5,4,2,2
43728,176322,4,2,4,4,2
43729,201217,3,3,3,3,4
43730,67541,4,2,4,3,4
43731,247170,4,3,5,4,4
43732,199520,4,3,3,4,5
43733,146295,2,4,5,3,5
43734,158583,2,3,3,3,3
43735,54350,4,5,4,2,4
43736,99347,5,2,2,2,3
43737,176898,5,4,4,2,2
43738,231855,3,3,5,3,4
43739,170699,5,4,4,5,3
43740,76996,5,3,2,3,2
43741,137841,4,4,3,2,2
43742,52974,2,3,5,4,4
43743,284644,2,3,5,2,4
43744,22682,4,3,2,3,2
43745,161673,4,4,2,5,5
43746,252034,4,4,2,3,3
43747,13544,3,5,3,4,4
43748,25410,2,5,3,4,2
43749,4384,4,3,5,4,3
43750,279580,5,5,3,2,4
43751,213887,5,5,2,5,3
43752,145126,3,4,5,2,5
43753,145540,3,3,3,4,4
43754,111100,3,5,4,5,2
43755,64938,3,5,3,3,2
43756,217370,4,4,4,3,5
43757,102462,4,2,2,4,5
43758,2906,3,5,4,4,4
43759,185598,2,2,2,4,2
43760,104602,2,2,2,2,2
43761,164187,3,2,3,4,2
43762,84518,5,4,5,4,3
43763,113092,5,3,5,5,2
43764,9233,4,5,4,3,3
43765,263981,5,5,5,3,2
43766,166254,3,4,5,5,3
43767,232826,5,5,2,2,2
43768,198784,2,2,5,5,4
43769,138354,4,2,3,5,4
43770,161543,3,5,5,2,5
43771,249747,2,3,4,3,2
43772,197368,5,5,5,3,4
43773,101764,5,2,3,5,2
43774,165191,4,4,2,3,5
43775,95783,5,2,2,4,2
43776,220475,3,5,5,2,3
43777,43682,3,4,5,2,3
43778,115866,3,2,4,5,4
43779,167529,5,3,3,5,2
43780,255673,2,2,5,2,3
43781,89026,5,5,4,3,4
43782,184569,4,2,5,2,3
43783,181104,5,4,3,4,4
43784,291084,3,3,3,4,5
43785,265617,5,2,5,2,2
43786,182785,3,4,5,2,5
43787,36136,2,5,3,2,2
43788,7264,5,4,5,3,4
43789,224935,2,3,2,4,5
43790,297222,2,3,4,4,3
43791,239477,4,4,5,3,4
43792,31474,5,3,5,4,4
43793,114000,2,2,5,2,5
43794,275941,2,4,5,4,3
43795,239387,4,4,4,5,2
43796,12820,4,5,2,5,3
43797,244575,2,4,5,2,4
43798,43844,5,5,4,3,2
43799,101840,4,2,3,5,5
43800,128262,2,3,3,5,5
43801,95201,4,5,5,3,4
43802,235681,3,2,4,4,4
43803,63085,2,4,5,4,3
43804,227789,4,3,4,2,3
43805,230844,3,2,3,2,3
43806,137858,5,2,5,2,4
43807,24805,5,5,4,5,2
43808,37852,3,5,4,5,3
43809,286861,4,4,5,5,2
43810,281496,4,5,5,4,4
43811,32997,5,2,5,2,3
43812,112669,2,3,5,4,5
43813,290798,4,5,3,3,3
43814,83435,5,2,5,5,5
43815,157956,2,3,2,2,5
43816,58596,2,4,2,2,3
43817,226336,5,4,2,5,4
43818,135070,4,3,2,2,3
43819,15599,5,5,5,4,4
43820,94345,2,4,3,5,5
43821,242905,3,4,5,3,3
43822,236178,3,4,5,5,3
43823,246800,5,2,4,3,2
43824,279691,4,4,3,4,3
43825,182886,2,3,4,3,4
43826,77956,5,4,5,4,2
43827,104121,2,2,3,2,2
43828,118909,5,4,2,2,3
43829,115964,3,4,5,4,5
43830,292320,3,3,2,2,5
43831,52432,3,5,2,5,4
43832,97935,3,3,2,4,4
43833,157540,5,5,2,2,5
43834,170761,3,4,2,2,2
43835,194111,5,2,4,3,4
43836,193344,4,3,2,5,3
43837,191663,4,5,3,2,5
43838,79034,4,3,5,2,3
43839,76143,3,5,3,4,3
43840,73428,3,4,2,3,3
43841,90906,3,3,5,3,5
43842,209166,2,2,4,5,3
43843,243644,2,2,2,3,4
43844,38225,2,3,3,3,3
43845,101282,4,5,3,2,3
43846,67313,4,2,4,4,5
43847,99620,3,2,4,5,2
43848,93536,5,5,4,3,5
43849,15191,2,4,3,2,3
43850,191048,3,3,2,5,2
43851,171047,4,3,5,3,3
43852,248197,2,4,5,2,4
43853,177857,5,2,4,4,2
43854,192864,3,2,3,2,5
43855,281271,5,4,3,5,5
43856,202440,4,4,4,4,2
43857,248573,5,5,2,4,2
43858,174961,3,5,3,5,4
43859,256690,3,2,2,3,2
43860,298393,2,5,3,5,2
43861,219527,4,3,3,3,5
43862,189457,4,3,3,4,5
43863,286372,4,5,2,2,2
43864,234817,5,4,2,5,5
43865,159659,4,2,3,2,3
43866,39177,5,2,5,3,4
43867,122888,2,4,2,3,3
43868,281320,4,2,4,5,5
43869,75470,2,2,5,3,4
43870,154384,2,5,4,5,4
43871,299214,5,4,5,2,3
43872,91066,5,4,2,2,5
43873,137263,2,4,2,2,2
43874,157481,3,3,3,3,3
43875,267702,2,4,3,4,4
43876,246477,4,4,3,4,2
43877,122003,3,5,4,2,2
43878,128260,4,4,5,4,5
43879,50036,3,4,2,2,5
43880,70502,4,3,3,3,2
43881,111891,3,4,2,5,5
43882,184127,4,4,2,3,5
43883,272027,2,5,5,5,2
43884,184949,2,5,2,3,5
43885,195292,3,5,3,3,4
43886,142799,3,4,3,4,4
43887,292333,2,5,5,3,4
43888,176388,3,2,5,4,2
43889,15365,2,5,4,2,4
43890,231045,2,2,2,3,5
43891,233396,3,2,3,4,5
43892,239216,2,4,4,5,2
43893,98351,5,2,5,4,5
43894,150705,4,5,5,5,4
43895,69379,2,2,4,4,2
43896,76095,5,2,2,4,4
43897,228254,4,2,2,5,4
43898,233963,5,4,3,5,5
43899,206916,3,3,2,3,4
43900,298846,4,4,3,3,5
43901,219223,5,5,4,2,3
43902,46543,5,5,4,2,5
43903,170127,2,3,3,2,4
43904,266769,4,2,5,4,4
43905,33342,4,4,2,4,3
43906,95940,2,5,4,4,5
43907,286752,2,5,2,4,2
43908,258695,4,5,3,4,5
43909,131909,3,2,4,4,5
43910,298303,5,3,3,2,3
43911,192463,5,5,5,5,5
43912,179003,2,3,4,3,5
43913,122735,3,2,2,3,5
43914,178780,2,4,3,5,3
43915,5926,5,3,5,5,2
43916,298373,3,5,2,2,3
43917,151375,2,2,5,2,3
43918,158601,5,4,3,5,5
43919,157504,2,4,3,3,4
43920,250553,2,2,5,3,4
43921,73474,5,3,4,4,4
43922,12401,5,4,5,3,4
43923,217249,3,2,5,2,3
43924,279194,2,2,2,4,4
43925,220197,5,5,5,3,2
43926,278650,4,5,2,5,3
43927,170293,2,4,2,2,3
43928,253266,3,4,3,2,3
43929,230251,4,5,4,5,3
43930,266262,4,4,3,4,2
43931,110310,5,5,2,5,2
43932,18714,2,5,2,5,2
43933,12681,3,3,2,4,3
43934,195472,5,2,2,5,3
43935,242599,3,4,5,4,3
43936,157433,5,3,4,5,3
43937,270904,3,3,2,5,4
43938,279548,4,2,2,4,4
43939,194302,2,2,4,5,2
43940,28491,3,5,4,5,2
43941,128406,4,4,3,2,3
43942,31999,4,3,2,5,2
43943,282633,2,2,4,4,5
43944,264615,4,4,2,3,3
43945,152451,4,2,5,5,2
43946,94540,5,2,4,5,4
43947,118558,4,2,3,5,5
43948,108777,4,3,2,3,5
43949,81411,3,5,4,2,3
43950,158692,2,4,4,5,3
43951,143826,4,5,4,2,4
43952,159941,5,2,5,4,4
43953,183295,2,4,5,5,3
43954,86006,2,4,4,4,5
43955,54972,5,2,4,4,5
43956,206509,3,2,5,4,2
43957,274858,3,3,5,2,2
43958,284568,4,3,4,2,5
43959,132854,4,2,3,3,2
43960,32873,5,5,4,2,5
43961,127110,5,5,4,4,4
43962,158796,3,3,3,4,4
43963,175517,4,4,5,5,5
43964,268480,2,3,5,3,5
43965,299126,2,4,2,3,4
43966,234475,5,5,4,3,4
43967,106243,3,3,4,5,4
43968,56811,2,3,3,3,5
43969,65145,3,4,2,5,4
43970,109983,3,3,4,2,2
43971,283987,3,4,5,5,3
43972,36117,5,2,4,3,4
43973,188126,5,4,3,4,4
43974,252766,2,4,2,2,5
43975,168807,2,3,5,5,4
43976,44860,3,2,2,4,5
43977,232828,4,2,3,5,3
43978,194404,3,4,4,4,5
43979,147878,5,5,3,3,2
43980,231596,2,3,3,3,2
43981,169231,5,2,5,2,5
43982,279130,5,3,2,2,4
43983,9553,2,5,3,2,2
43984,139429,2,3,2,4,3
43985,141717,5,2,3,4,2
43986,58362,4,3,3,2,4
43987,37071,3,2,5,4,5
43988,157372,4,4,5,3,2
43989,121552,4,5,2,2,2
43990,232490,5,2,5,5,3
43991,266692,5,4,3,4,2
43992,169490,2,5,5,5,2
43993,187654,3,5,5,4,5
43994,125779,5,3,4,3,3
43995,63828,4,2,2,2,2
43996,193027,3,5,3,2,5
43997,261994,5,5,3,5,2
43998,272671,5,5,4,4,2
43999,137022,4,3,2,2,4
44000,247742,2,4,3,4,3
44001,125035,4,5,2,3,4
44002,106153,5,3,3,3,4
44003,96485,5,2,4,5,5
44004,255303,2,3,4,5,4
44005,78895,5,2,2,4,3
44006,99515,4,5,5,3,3
44007,23707,4,4,2,4,2
44008,54672,3,3,4,2,3
44009,132445,2,4,2,3,5
44010,161501,3,2,2,5,4
44011,111673,4,2,3,4,3
44012,235562,5,3,4,5,3
44013,192987,4,5,4,5,4
44014,107542,5,3,2,3,2
44015,108675,5,3,4,5,5
44016,149940,5,3,5,4,5
44017,98331,4,5,2,3,2
44018,198530,5,2,3,5,3
44019,242416,4,2,4,4,5
44020,160303,2,5,2,5,5
44021,192211,4,2,2,5,2
44022,216922,2,5,3,5,5
44023,134886,5,3,3,4,5
44024,153773,3,3,2,2,2
44025,124880,5,5,3,2,5
44026,130366,4,5,2,5,4
44027,275464,5,4,5,5,2
44028,119131,2,4,2,4,2
44029,183682,4,3,3,3,2
44030,143579,3,3,5,5,4
44031,45160,4,2,3,5,2
44032,132093,5,5,2,2,2
44033,182469,4,4,2,4,2
44034,60365,2,3,5,2,5
44035,267854,3,5,2,4,3
44036,34006,3,5,2,3,2
44037,38329,2,4,3,2,5
44038,11841,3,2,4,5,4
44039,68224,2,4,4,2,2
44040,216204,4,4,5,3,3
44041,116148,2,4,5,3,5
44042,18679,4,5,4,3,5
44043,283417,2,5,3,5,3
44044,287931,3,2,4,4,4
44045,10214,5,2,4,3,5
44046,184388,4,3,2,3,4
44047,216218,2,3,5,3,4
44048,269076,5,3,2,2,4
44049,17906,3,2,5,5,2
44050,118571,2,3,4,4,5
44051,241814,4,4,4,5,5
44052,110385,3,2,5,3,4
44053,293763,5,4,5,5,5
44054,55624,2,3,4,5,4
44055,17481,3,2,4,4,5
44056,238905,3,3,2,2,2
44057,202942,3,4,5,2,5
44058,247251,2,2,5,2,2
44059,268410,5,4,5,5,2
44060,158958,4,3,4,5,4
44061,2176,4,5,5,4,4
44062,201928,4,5,3,3,4
44063,45990,5,3,4,2,3
44064,241763,4,2,3,2,5
44065,66023,2,2,5,2,3
44066,63164,2,2,3,5,3
44067,189086,3,4,3,4,2
44068,170149,3,3,5,5,4
44069,5336,2,2,4,3,2
44070,267474,5,5,3,3,5
44071,198819,2,5,5,2,5
44072,266965,2,5,2,2,4
44073,215093,2,5,4,2,4
44074,183478,2,2,4,2,5
44075,109363,2,5,3,3,4
44076,46098,4,4,3,4,3
44077,40460,5,4,4,2,2
44078,287944,3,5,5,4,2
44079,104534,3,2,2,4,3
44080,121289,2,4,3,2,3
44081,111855,4,2,4,5,3
44082,217667,5,3,2,3,3
44083,67325,3,4,3,2,4
44084,43354,3,3,3,5,3
44085,91125,3,2,5,2,2
44086,208000,5,3,5,3,2
44087,4909,5,3,4,4,5
44088,259236,5,2,3,2,5
44089,130788,3,3,5,5,5
44090,196405,4,2,4,2,3
44091,47315,5,5,4,2,3
44092,166709,2,3,2,3,3
44093,92915,3,2,2,2,3
44094,197459,2,4,4,4,2
44095,252248,4,4,3,4,2
44096,59491,4,3,2,5,2
44097,258766,5,4,3,3,2
44098,16338,2,4,5,4,2
44099,138858,2,3,2,5,4
44100,26759,3,2,2,5,2
44101,104291,3,2,5,4,2
44102,286297,5,3,4,4,2
44103,172094,5,3,4,4,5
44104,134059,3,3,3,5,2
44105,132793,4,3,4,4,4
44106,207324,4,5,4,3,3
44107,241577,2,4,2,4,4
44108,40932,5,2,4,2,2
44109,260455,5,4,2,5,2
44110,88820,5,3,5,3,4
44111,277143,2,3,4,4,5
44112,84218,2,4,2,3,2
44113,43776,2,2,5,4,4
44114,163150,4,4,3,4,4
44115,59725,3,4,2,2,3
44116,76379,4,5,3,5,3
44117,294496,3,2,2,2,3
44118,146454,2,5,4,4,3
44119,71753,3,5,4,2,4
44120,209805,5,3,3,2,5
44121,53989,5,2,2,3,2
44122,113970,2,5,2,5,3
44123,198106,3,3,2,5,5
44124,21746,5,5,3,5,5
44125,195512,2,2,4,2,5
44126,36736,4,3,3,5,4
44127,130635,2,2,5,5,4
44128,267058,4,3,2,4,4
44129,76658,3,3,4,5,4
44130,37593,2,5,3,2,5
44131,18343,4,4,5,3,3
44132,159484,5,3,2,2,4
44133,123948,2,3,4,4,4
44134,55222,4,2,4,2,4
44135,61634,3,3,3,2,4
44136,218734,3,2,2,2,2
44137,107792,2,4,3,3,4
44138,289510,5,3,5,2,3
44139,260258,4,5,5,5,3
44140,119275,4,2,4,5,5
44141,276064,3,3,5,3,3
44142,268921,5,5,4,4,4
44143,12193,2,4,5,2,3
44144,157447,3,4,4,4,3
44145,259438,3,5,2,5,5
44146,235400,5,3,3,3,4
44147,3596,3,5,2,4,2
44148,254954,2,2,2,4,5
44149,225678,3,4,4,5,5
44150,205411,5,2,4,3,5
44151,78669,5,5,5,4,3
44152,203814,2,3,5,3,5
44153,25844,4,2,3,2,2
44154,280327,4,2,5,2,3
44155,121520,4,5,5,3,4
44156,283843,4,2,4,4,2
44157,191281,4,4,5,4,5
44158,27746,5,2,4,3,4
44159,92120,2,5,4,5,2
44160,51400,3,2,2,5,2
44161,294406,4,2,4,5,3
44162,56781,4,5,4,3,5
44163,145841,4,5,5,2,3
44164,260317,4,3,2,4,4
44165,18973,5,3,5,3,5
44166,109955,3,4,2,2,5
44167,68945,3,5,4,5,2
44168,6881,4,2,3,3,4
44169,205562,2,2,2,4,5
44170,165250,3,2,4,3,4
44171,53720,5,4,3,3,5
44172,204321,3,5,5,3,4
44173,151243,5,4,3,5,3
44174,201583,4,2,3,4,2
44175,114137,3,4,5,3,4
44176,32314,3,4,3,4,4
44177,214595,4,3,3,3,2
44178,125690,4,3,5,2,5
44179,273952,5,3,2,4,4
44180,124311,3,2,2,4,5
44181,268151,5,5,3,2,4
44182,144964,4,2,2,4,3
44183,246965,5,2,2,5,3
44184,246560,2,4,5,3,5
44185,167994,4,2,2,5,2
44186,4844,4,4,2,3,4
44187,70819,2,2,4,4,3
44188,85004,2,5,5,3,2
44189,226592,2,3,3,4,5
44190,4340,3,4,2,4,5
44191,239690,4,3,5,3,2
44192,203805,2,5,2,3,5
44193,45282,2,2,4,3,2
44194,167977,2,4,2,4,3
44195,208631,3,2,2,2,2
44196,144069,5,5,2,4,4
44197,9812,4,4,2,4,3
44198,214357,2,3,2,4,2
44199,194638,4,4,3,3,2
44200,66689,3,2,2,4,4
44201,98979,4,5,3,4,3
44202,279940,4,5,3,3,4
44203,62851,2,2,5,3,5
44204,267694,2,4,5,3,2
44205,74560,2,5,2,4,2
44206,255348,3,4,5,4,4
44207,88909,3,2,3,3,5
44208,236306,5,4,4,3,5
44209,153787,2,4,3,4,4
44210,288658,5,3,2,5,4
44211,95037,2,2,2,2,3
44212,27076,2,5,2,5,3
44213,94698,5,4,4,2,4
44214,5722,2,2,3,3,2
44215,228796,4,4,2,3,2
44216,252661,3,4,3,4,3
44217,160384,5,4,5,4,5
44218,181485,5,2,3,2,3
44219,159945,5,2,2,4,4
44220,117558,2,4,2,4,3
44221,225656,2,3,2,2,3
44222,69203,2,2,4,3,4
44223,117192,3,4,3,4,3
44224,107281,4,4,5,5,3
44225,142094,3,5,4,5,2
44226,98652,2,5,2,2,3
44227,35576,3,3,5,5,5
44228,220765,5,5,4,3,3
44229,54817,3,5,3,3,2
44230,16461,2,4,5,3,5
44231,54231,4,2,2,5,2
44232,76258,3,2,2,2,3
44233,7557,5,2,4,3,5
44234,87860,2,2,5,4,2
44235,268874,3,3,5,2,3
44236,112622,3,3,3,5,3
44237,229639,4,2,2,4,3
44238,271562,4,2,2,2,2
44239,285152,4,2,3,2,5
44240,3211,3,3,2,4,2
44241,198154,4,4,5,3,2
44242,292745,5,2,2,4,2
44243,150435,2,2,5,4,3
44244,184431,4,5,4,4,5
44245,111646,4,4,4,3,4
44246,249704,3,3,2,2,2
44247,47116,3,3,3,4,4
44248,120922,5,2,4,4,5
44249,181200,4,4,2,2,4
44250,241818,2,5,3,4,4
44251,113471,4,2,4,5,2
44252,293897,2,5,4,2,5
44253,179157,5,4,4,2,2
44254,197744,2,5,3,4,5
44255,98093,3,2,2,4,4
44256,28650,3,2,3,5,3
44257,39237,4,2,2,5,4
44258,106697,4,5,4,2,4
44259,174502,2,5,2,2,5
44260,72295,4,5,2,3,5
44261,178494,2,2,5,4,2
44262,45129,5,5,5,5,5
44263,151508,4,5,5,5,3
44264,245577,2,5,5,2,2
44265,295365,4,5,4,2,5
44266,182989,5,5,3,4,3
44267,158648,3,5,3,2,4
44268,209806,4,4,3,2,2
44269,37304,5,3,5,3,5
44270,143169,4,2,4,3,2
44271,192637,4,5,4,4,3
44272,132088,4,4,4,4,4
44273,84796,3,4,3,3,4
44274,191721,3,4,5,5,5
44275,150554,4,5,2,4,4
44276,199262,2,4,3,4,5
44277,36744,2,3,2,2,2
44278,197033,3,4,3,3,4
44279,159628,5,4,2,3,5
44280,277786,5,4,2,2,3
44281,256026,2,5,3,5,3
44282,275860,5,5,5,5,3
44283,132491,2,2,5,4,5
44284,147605,5,4,2,4,4
44285,24327,2,4,5,3,3
44286,194417,3,2,4,4,4
44287,138740,4,2,4,3,4
44288,154151,3,4,3,5,2
44289,19369,4,4,2,3,2
44290,210417,2,2,2,5,5
44291,119463,5,5,2,3,5
44292,42456,5,2,5,5,5
44293,182795,3,2,2,3,2
44294,34487,3,2,3,4,4
44295,228826,4,4,3,4,2
44296,78014,4,3,4,4,5
44297,145411,3,5,2,4,4
44298,225323,3,3,3,4,3
44299,170152,2,2,3,2,2
44300,198951,5,5,5,3,5
44301,87797,5,5,3,4,4
44302,226390,3,4,5,5,4
44303,214004,5,3,4,2,2
44304,107222,5,4,4,3,5
44305,23496,4,5,4,3,5
44306,168773,3,2,2,4,2
44307,111996,2,3,4,2,5
44308,255982,3,2,2,5,2
44309,103946,2,3,4,3,4
44310,108525,3,4,5,2,5
44311,47865,5,2,5,3,2
44312,241329,3,5,5,5,2
44313,76553,3,2,2,4,3
44314,118193,5,5,5,2,2
44315,197403,5,4,2,4,5
44316,259375,3,3,4,4,3
44317,9601,5,3,5,4,3
44318,52131,4,5,3,2,5
44319,249196,3,3,2,5,2
44320,265352,3,3,4,4,5
44321,20908,4,5,2,3,4
44322,94882,2,5,2,3,3
44323,133960,4,5,2,3,5
44324,152321,2,2,3,4,4
44325,47866,5,4,5,5,2
44326,291383,4,4,3,3,4
44327,73658,5,5,5,2,5
44328,270145,3,5,3,3,3
44329,81017,3,4,5,4,5
44330,159442,5,4,2,2,4
44331,181257,2,3,4,4,3
44332,272296,3,2,4,4,3
44333,254040,2,5,2,5,4
44334,110532,5,5,3,2,2
44335,24525,4,4,5,4,3
44336,135616,4,5,3,2,2
44337,60423,4,4,4,5,4
44338,90098,3,4,5,2,5
44339,222118,2,3,4,3,3
44340,145047,5,4,3,2,3
44341,105388,4,4,3,5,4
44342,18528,3,2,3,3,2
44343,218329,5,5,2,3,4
44344,218595,3,5,4,4,2
44345,258413,5,2,2,3,5
44346,198352,5,5,5,2,4
